opportunity_id,account_name,segment,region,product,lead_source,owner,created_date,close_date,stage,amount,sales_cycle_days,close_date_pushed,loss_reason,lost_at_stage,is_won,is_closed
OPP-104695,Nimbus Manufacturing,SMB,EMEA,Security Suite,Partner Referral,Lena Berzins,2025-04-26,2025-05-25,Closed Lost,15000.0,29,False,Price,Proposal,False,True
OPP-100045,Solstice Logistics,Mid-Market,AMER,Security Suite,Customer Expansion,Sofia Moreau,2025-04-26,2025-06-17,Closed Lost,33500.0,52,False,No Decision / Stalled,Prospecting,False,True
OPP-101662,Vantage Consulting,Enterprise,EMEA,Analytics Add-on,Customer Expansion,Ines Osei,2025-04-27,2025-08-15,Closed Lost,129000.0,110,False,No Decision / Stalled,Qualification,False,True
OPP-100001,Solstice Insurance,Mid-Market,AMER,Analytics Add-on,Outbound - SDR,Noah Bianchi,2025-04-27,2025-08-04,Closed Lost,46000.0,99,False,Chose Competitor,Prospecting,False,True
OPP-103541,Summit Media,Mid-Market,EMEA,Platform Core,Inbound - Website,Kai Duarte,2025-04-27,2025-07-29,Closed Won,28000.0,93,False,,,True,True
OPP-102936,Summit Analytics,Mid-Market,EMEA,Platform Core,Outbound - SDR,Lena Berzins,2025-04-27,2025-07-13,Closed Lost,73500.0,77,False,No Decision / Stalled,Proposal,False,True
OPP-105004,Falcon Systems,SMB,EMEA,Platform Core,Inbound - Website,Priya Kimura,2025-04-28,2025-07-12,Closed Won,9000.0,75,False,,,True,True
OPP-102843,Vertex Financial,SMB,AMER,Analytics Add-on,Partner Referral,Nadia Vanags,2025-04-28,2025-05-29,Closed Lost,15000.0,31,False,Price,Qualification,False,True
OPP-102691,Northwind Financial,Enterprise,AMER,API Enterprise,Customer Expansion,Tomas Haas,2025-04-28,2025-09-20,Closed Won,218000.0,145,False,,,True,True
OPP-103188,Blue Harbor Financial,SMB,AMER,Platform Core,Outbound - SDR,Nadia Vanags,2025-04-28,2025-05-29,Closed Lost,4500.0,31,False,Chose Competitor,Qualification,False,True
OPP-103954,Cobalt Health,SMB,AMER,Platform Core,Event / Conference,Noah Bianchi,2025-04-28,2025-06-07,Closed Won,8000.0,40,False,,,True,True
OPP-103231,Atlas Media,SMB,AMER,Platform Core,Inbound - Website,Hana Alvarez,2025-04-28,2025-06-27,Closed Won,40500.0,60,False,,,True,True
OPP-105804,Cobalt Consulting,SMB,APAC,Platform Core,Customer Expansion,Marco Silva,2025-04-28,2025-06-01,Closed Won,20500.0,34,False,,,True,True
OPP-100090,Pinnacle Manufacturing,SMB,AMER,Platform Core,Outbound - SDR,Noah Bianchi,2025-04-29,2025-05-24,Closed Lost,18000.0,25,False,Chose Competitor,Qualification,False,True
OPP-100396,Ironclad Systems,Enterprise,AMER,Analytics Add-on,Inbound - Website,Liam Petrov,2025-04-29,2026-02-11,Closed Lost,186500.0,288,False,Missing Features,Qualification,False,True
OPP-100394,Ironclad Consulting,Mid-Market,EMEA,Platform Core,Inbound - Website,Priya Kimura,2025-04-29,2025-08-21,Closed Lost,29000.0,114,False,Missing Features,Prospecting,False,True
OPP-101462,Apex Analytics,SMB,AMER,Security Suite,Customer Expansion,Noah Bianchi,2025-04-30,2025-06-09,Closed Lost,11500.0,40,False,No Decision / Stalled,Negotiation,False,True
OPP-105449,Apex Financial,Mid-Market,APAC,Platform Core,Customer Expansion,Marco Silva,2025-04-30,2025-10-01,Closed Won,42500.0,154,False,,,True,True
OPP-103530,Ironclad Systems,Mid-Market,AMER,Platform Core,Partner Referral,Noah Bianchi,2025-04-30,2025-07-25,Closed Lost,42000.0,86,False,Chose Competitor,Prospecting,False,True
OPP-105372,Quantum Health,Enterprise,EMEA,Platform Core,Inbound - Website,Ines Osei,2025-04-30,2026-01-27,Closed Lost,157500.0,272,False,Price,Prospecting,False,True
OPP-104049,Quantum Analytics,SMB,EMEA,Platform Core,Outbound - SDR,Lena Berzins,2025-05-01,2025-05-21,Closed Lost,12500.0,20,False,No Decision / Stalled,Qualification,False,True
OPP-103131,Sterling Systems,Mid-Market,AMER,Analytics Add-on,Outbound - SDR,Nadia Vanags,2025-05-01,2025-05-25,Closed Lost,35000.0,24,False,Missing Features,Proposal,False,True
OPP-104773,Pinnacle Financial,SMB,EMEA,Analytics Add-on,Partner Referral,Ava Larsen,2025-05-01,2025-07-28,Closed Lost,10000.0,88,False,Price,Proposal,False,True
OPP-100539,Ironclad Retail Group,Mid-Market,AMER,Security Suite,Customer Expansion,Hana Alvarez,2025-05-02,2025-09-17,Closed Won,181500.0,138,False,,,True,True
OPP-104717,Keystone Analytics,Mid-Market,AMER,Platform Core,Outbound - SDR,Sofia Moreau,2025-05-02,2025-07-16,Closed Lost,68000.0,75,False,Timing / Budget Cycle,Prospecting,False,True
OPP-101834,Orion Analytics,Enterprise,EMEA,Security Suite,Customer Expansion,Priya Kimura,2025-05-02,2025-08-21,Closed Lost,150000.0,111,False,No Decision / Stalled,Negotiation,False,True
OPP-101564,Meridian Logistics,Enterprise,APAC,Platform Core,Partner Referral,Marco Silva,2025-05-02,2025-07-31,Closed Lost,213000.0,90,False,Chose Competitor,Prospecting,False,True
OPP-105915,Summit Systems,Mid-Market,AMER,Security Suite,Partner Referral,Sofia Moreau,2025-05-02,2025-08-10,Closed Lost,65000.0,100,False,Price,Proposal,False,True
OPP-101498,Vantage Retail Group,Mid-Market,AMER,API Enterprise,Partner Referral,Sofia Moreau,2025-05-03,2025-08-03,Closed Won,61000.0,92,False,,,True,True
OPP-104667,Atlas Financial,SMB,APAC,Analytics Add-on,Outbound - SDR,Ethan Sharma,2025-05-03,2025-06-01,Closed Won,11500.0,29,False,,,True,True
OPP-102147,Cobalt Analytics,Mid-Market,AMER,Analytics Add-on,Customer Expansion,Nadia Vanags,2025-05-03,2025-09-28,Closed Lost,48500.0,148,False,Chose Competitor,Prospecting,False,True
OPP-105648,Pinnacle Retail Group,Mid-Market,APAC,Analytics Add-on,Inbound - Website,Ethan Sharma,2025-05-03,2025-08-01,Closed Lost,51000.0,90,False,Price,Qualification,False,True
OPP-102566,Summit Systems,SMB,EMEA,Analytics Add-on,Partner Referral,Ava Larsen,2025-05-03,2025-06-05,Closed Won,8500.0,33,False,,,True,True
OPP-104818,Quantum Robotics,SMB,EMEA,Analytics Add-on,Outbound - SDR,Felix Lindqvist,2025-05-03,2025-06-03,Closed Lost,28500.0,31,False,No Decision / Stalled,Proposal,False,True
OPP-102602,Cascade Health,Mid-Market,EMEA,Platform Core,Event / Conference,Ruth Okafor,2025-05-04,2025-05-30,Closed Won,16500.0,26,False,,,True,True
OPP-103165,Atlas Health,Mid-Market,AMER,Platform Core,Customer Expansion,Noah Bianchi,2025-05-04,2025-08-04,Closed Lost,74000.0,92,False,No Decision / Stalled,Negotiation,False,True
OPP-100898,Orion Energy,SMB,AMER,Analytics Add-on,Outbound - SDR,Sofia Moreau,2025-05-05,2025-05-29,Closed Won,10500.0,24,False,,,True,True
OPP-104472,Sterling Health,SMB,EMEA,API Enterprise,Partner Referral,Ava Larsen,2025-05-05,2025-06-20,Closed Won,5500.0,46,False,,,True,True
OPP-100591,Meridian Logistics,SMB,AMER,Platform Core,Outbound - SDR,Sofia Moreau,2025-05-05,2025-06-27,Closed Lost,11500.0,53,False,Chose Competitor,Prospecting,False,True
OPP-100073,Keystone Technologies,Mid-Market,APAC,Analytics Add-on,Event / Conference,Ethan Sharma,2025-05-06,2025-07-31,Closed Won,54000.0,86,False,,,True,True
OPP-100776,Cobalt Energy,SMB,AMER,Platform Core,Inbound - Website,Zara Ito,2025-05-06,2025-07-13,Closed Won,21000.0,68,False,,,True,True
OPP-102939,Granite Health,SMB,EMEA,Security Suite,Partner Referral,Lena Berzins,2025-05-06,2025-06-12,Closed Lost,15000.0,37,False,Price,Prospecting,False,True
OPP-101281,Orion Insurance,Mid-Market,AMER,Security Suite,Inbound - Website,Noah Bianchi,2025-05-07,2025-07-06,Closed Lost,42000.0,60,False,Timing / Budget Cycle,Qualification,False,True
OPP-104034,Meridian Technologies,SMB,AMER,Analytics Add-on,Customer Expansion,Nadia Vanags,2025-05-07,2025-06-07,Closed Won,9000.0,31,False,,,True,True
OPP-101969,Blue Harbor Health,SMB,EMEA,Platform Core,Inbound - Website,Maya Novak,2025-05-07,2025-06-08,Closed Lost,7500.0,32,False,No Decision / Stalled,Prospecting,False,True
OPP-103813,Apex Analytics,Enterprise,EMEA,API Enterprise,Event / Conference,Lena Berzins,2025-05-07,2025-10-04,Closed Won,153000.0,150,False,,,True,True
OPP-101524,Apex Energy,Mid-Market,AMER,API Enterprise,Event / Conference,Oscar Chen,2025-05-07,2025-07-29,Closed Lost,47000.0,83,False,Price,Prospecting,False,True
OPP-105505,Sterling Foods,Mid-Market,EMEA,Platform Core,Partner Referral,Jonas Keller,2025-05-07,2025-09-01,Closed Lost,54500.0,117,False,No Decision / Stalled,Prospecting,False,True
OPP-105363,Orion Financial,Mid-Market,EMEA,Analytics Add-on,Partner Referral,Ines Osei,2025-05-07,2025-08-01,Closed Lost,43500.0,86,False,Price,Proposal,False,True
OPP-105967,Cascade Insurance,SMB,EMEA,Security Suite,Outbound - SDR,Priya Kimura,2025-05-07,2025-05-28,Closed Won,9500.0,21,False,,,True,True
OPP-101696,Quantum Financial,Mid-Market,AMER,Analytics Add-on,Partner Referral,Tomas Haas,2025-05-08,2025-08-15,Closed Lost,53000.0,99,False,Price,Proposal,False,True
OPP-103664,Sterling Retail Group,Mid-Market,AMER,Platform Core,Partner Referral,Hana Alvarez,2025-05-08,2025-06-28,Closed Lost,39500.0,51,False,No Decision / Stalled,Prospecting,False,True
OPP-103501,Summit Financial,SMB,AMER,Analytics Add-on,Partner Referral,Zara Ito,2025-05-09,2025-06-11,Closed Lost,22000.0,33,False,Chose Competitor,Negotiation,False,True
OPP-103870,Redwood Retail Group,SMB,AMER,Analytics Add-on,Outbound - SDR,Nadia Vanags,2025-05-09,2025-07-28,Closed Lost,14000.0,80,False,Chose Competitor,Prospecting,False,True
OPP-101176,Lumen Consulting,SMB,AMER,API Enterprise,Outbound - SDR,Sofia Moreau,2025-05-10,2025-06-13,Closed Lost,23000.0,34,False,No Decision / Stalled,Negotiation,False,True
OPP-103515,Pinnacle Manufacturing,Enterprise,AMER,API Enterprise,Partner Referral,Liam Petrov,2025-05-10,2025-09-20,Closed Lost,582000.0,133,False,Chose Competitor,Qualification,False,True
OPP-102119,Vantage Logistics,SMB,AMER,Platform Core,Event / Conference,Noah Bianchi,2025-05-10,2025-06-15,Closed Won,9500.0,36,False,,,True,True
OPP-105504,Falcon Manufacturing,Mid-Market,AMER,Analytics Add-on,Partner Referral,Zara Ito,2025-05-10,2025-08-18,Closed Lost,62500.0,100,False,Price,Negotiation,False,True
OPP-103335,Solstice Energy,Mid-Market,AMER,Security Suite,Partner Referral,Liam Petrov,2025-05-11,2025-08-22,Closed Lost,56000.0,103,False,Price,Qualification,False,True
OPP-100714,Apex Foods,Mid-Market,AMER,Security Suite,Inbound - Website,Sofia Moreau,2025-05-11,2025-08-15,Closed Lost,41500.0,96,False,Timing / Budget Cycle,Proposal,False,True
OPP-100677,Northwind Robotics,SMB,AMER,API Enterprise,Customer Expansion,Nadia Vanags,2025-05-11,2025-06-12,Closed Won,23000.0,32,False,,,True,True
OPP-103922,Orion Health,SMB,EMEA,Platform Core,Outbound - SDR,Felix Lindqvist,2025-05-11,2025-06-05,Closed Lost,8500.0,25,False,Chose Competitor,Prospecting,False,True
OPP-102250,Pacific Health,Mid-Market,EMEA,Platform Core,Event / Conference,Jonas Keller,2025-05-11,2025-07-13,Closed Lost,61500.0,63,False,Chose Competitor,Prospecting,False,True
OPP-100550,Blue Harbor Logistics,Mid-Market,AMER,Platform Core,Customer Expansion,Nadia Vanags,2025-05-11,2025-08-11,Closed Won,25500.0,92,False,,,True,True
OPP-105544,Lumen Systems,SMB,AMER,Platform Core,Customer Expansion,Liam Petrov,2025-05-11,2025-06-17,Closed Won,6500.0,37,False,,,True,True
OPP-105344,Granite Foods,Enterprise,AMER,Security Suite,Partner Referral,Oscar Chen,2025-05-11,2025-12-12,Closed Lost,323000.0,215,False,No Decision / Stalled,Qualification,False,True
OPP-105467,Keystone Media,SMB,AMER,Analytics Add-on,Outbound - SDR,Nadia Vanags,2025-05-12,2025-05-28,Closed Lost,13000.0,16,False,Timing / Budget Cycle,Proposal,False,True
OPP-103732,Lumen Financial,SMB,EMEA,API Enterprise,Inbound - Website,Ava Larsen,2025-05-12,2025-06-05,Closed Lost,20000.0,24,False,Price,Qualification,False,True
OPP-104661,Granite Consulting,SMB,EMEA,Security Suite,Customer Expansion,Priya Kimura,2025-05-12,2025-06-05,Closed Won,12000.0,24,False,,,True,True
OPP-105118,Vantage Logistics,Mid-Market,AMER,Platform Core,Inbound - Website,Sofia Moreau,2025-05-12,2025-06-26,Closed Won,24500.0,45,False,,,True,True
OPP-104492,Falcon Health,SMB,AMER,Platform Core,Event / Conference,Sofia Moreau,2025-05-12,2025-06-23,Closed Lost,9000.0,42,False,Missing Features,Proposal,False,True
OPP-105739,Vantage Robotics,Mid-Market,EMEA,Platform Core,Outbound - SDR,Maya Novak,2025-05-13,2025-08-27,Closed Lost,59500.0,106,False,Price,Qualification,False,True
OPP-103081,Sterling Financial,SMB,EMEA,Security Suite,Partner Referral,Ava Larsen,2025-05-13,2025-06-15,Closed Won,15000.0,33,False,,,True,True
OPP-105821,Northwind Robotics,SMB,AMER,Security Suite,Inbound - Website,Liam Petrov,2025-05-13,2025-07-26,Closed Lost,14500.0,74,False,Price,Prospecting,False,True
OPP-100693,Horizon Consulting,Mid-Market,AMER,Analytics Add-on,Customer Expansion,Oscar Chen,2025-05-14,2025-07-14,Closed Won,37500.0,61,False,,,True,True
OPP-103886,Pacific Robotics,Mid-Market,AMER,Analytics Add-on,Outbound - SDR,Liam Petrov,2025-05-14,2025-07-28,Closed Lost,25500.0,75,False,Missing Features,Prospecting,False,True
OPP-105314,Falcon Manufacturing,SMB,EMEA,Platform Core,Outbound - SDR,Ava Larsen,2025-05-14,2025-06-12,Closed Lost,12500.0,29,False,No Decision / Stalled,Qualification,False,True
OPP-100059,Vantage Robotics,SMB,EMEA,API Enterprise,Inbound - Website,Ava Larsen,2025-05-14,2025-06-22,Closed Lost,16500.0,39,False,Price,Prospecting,False,True
OPP-103819,Cobalt Financial,Mid-Market,APAC,Analytics Add-on,Event / Conference,Marco Silva,2025-05-15,2025-09-12,Closed Lost,23500.0,120,False,Chose Competitor,Negotiation,False,True
OPP-105500,Pacific Consulting,SMB,AMER,Platform Core,Outbound - SDR,Nadia Vanags,2025-05-15,2025-06-21,Closed Won,16000.0,37,False,,,True,True
OPP-105620,Orion Health,Mid-Market,AMER,Security Suite,Partner Referral,Liam Petrov,2025-05-15,2025-08-11,Closed Won,36000.0,88,False,,,True,True
OPP-102060,Vantage Manufacturing,SMB,EMEA,Security Suite,Outbound - SDR,Kai Duarte,2025-05-15,2025-07-01,Closed Won,18500.0,47,False,,,True,True
OPP-103015,Solstice Media,SMB,AMER,API Enterprise,Inbound - Website,Derek Wolf,2025-05-15,2025-06-07,Closed Lost,8500.0,23,False,Price,Negotiation,False,True
OPP-102496,Pacific Logistics,SMB,AMER,Platform Core,Customer Expansion,Sofia Moreau,2025-05-15,2025-06-11,Closed Won,6500.0,27,False,,,True,True
OPP-101979,Summit Media,Enterprise,AMER,Analytics Add-on,Outbound - SDR,Oscar Chen,2025-05-15,2025-11-28,Closed Lost,164000.0,197,False,No Decision / Stalled,Qualification,False,True
OPP-104048,Redwood Energy,Mid-Market,APAC,Security Suite,Inbound - Website,Ethan Sharma,2025-05-15,2025-07-07,Closed Lost,77000.0,53,False,Price,Proposal,False,True
OPP-105076,Summit Financial,Enterprise,AMER,Platform Core,Customer Expansion,Tomas Haas,2025-05-16,2025-10-26,Closed Lost,409500.0,163,False,Price,Prospecting,False,True
OPP-105031,Pacific Robotics,SMB,AMER,Platform Core,Partner Referral,Oscar Chen,2025-05-16,2025-06-08,Closed Won,6000.0,23,False,,,True,True
OPP-100712,Vantage Manufacturing,Mid-Market,EMEA,API Enterprise,Customer Expansion,Ruth Okafor,2025-05-16,2025-07-21,Closed Lost,74000.0,66,False,No Decision / Stalled,Qualification,False,True
OPP-102966,Redwood Energy,Enterprise,AMER,Platform Core,Partner Referral,Nadia Vanags,2025-05-16,2025-09-28,Closed Lost,160500.0,135,False,Price,Qualification,False,True
OPP-104420,Pinnacle Retail Group,SMB,AMER,Analytics Add-on,Inbound - Website,Hana Alvarez,2025-05-16,2025-07-01,Closed Lost,9500.0,46,False,Price,Prospecting,False,True
OPP-103588,Vertex Consulting,Enterprise,EMEA,Analytics Add-on,Outbound - SDR,Maya Novak,2025-05-17,2025-08-17,Closed Lost,179500.0,92,False,Price,Prospecting,False,True
OPP-105209,Pacific Energy,SMB,AMER,Security Suite,Outbound - SDR,Hana Alvarez,2025-05-17,2025-06-09,Closed Won,24000.0,23,False,,,True,True
OPP-103370,Horizon Manufacturing,Mid-Market,EMEA,Platform Core,Inbound - Website,Maya Novak,2025-05-17,2025-07-22,Closed Lost,61000.0,66,False,Chose Competitor,Qualification,False,True
OPP-105871,Falcon Media,Mid-Market,EMEA,Platform Core,Outbound - SDR,Kai Duarte,2025-05-18,2025-07-25,Closed Lost,51500.0,68,False,Timing / Budget Cycle,Prospecting,False,True
OPP-103672,Cascade Retail Group,Mid-Market,EMEA,Platform Core,Inbound - Website,Ruth Okafor,2025-05-18,2025-06-14,Closed Lost,53500.0,27,False,Chose Competitor,Prospecting,False,True
OPP-105065,Meridian Insurance,Mid-Market,AMER,Security Suite,Outbound - SDR,Liam Petrov,2025-05-18,2025-08-05,Closed Lost,58500.0,79,False,Price,Prospecting,False,True
OPP-100398,Sterling Health,Enterprise,EMEA,Analytics Add-on,Inbound - Website,Ines Osei,2025-05-18,2025-09-01,Closed Won,120000.0,106,False,,,True,True
OPP-105792,Lumen Logistics,SMB,AMER,Platform Core,Inbound - Website,Sofia Moreau,2025-05-18,2025-06-05,Closed Won,15000.0,18,False,,,True,True
OPP-100227,Apex Retail Group,Enterprise,AMER,Platform Core,Inbound - Website,Tomas Haas,2025-05-18,2025-10-21,Closed Lost,183000.0,156,False,No Decision / Stalled,Proposal,False,True
OPP-105361,Atlas Logistics,SMB,EMEA,Analytics Add-on,Partner Referral,Felix Lindqvist,2025-05-18,2025-07-04,Closed Lost,9000.0,47,False,Chose Competitor,Prospecting,False,True
OPP-104341,Keystone Logistics,SMB,EMEA,Security Suite,Partner Referral,Ines Osei,2025-05-19,2025-07-06,Closed Won,6500.0,48,False,,,True,True
OPP-104221,Vertex Energy,Mid-Market,AMER,Analytics Add-on,Partner Referral,Zara Ito,2025-05-19,2025-08-05,Closed Lost,44000.0,78,False,Chose Competitor,Proposal,False,True
OPP-101284,Atlas Foods,SMB,AMER,Platform Core,Outbound - SDR,Nadia Vanags,2025-05-19,2025-06-25,Closed Won,20500.0,37,False,,,True,True
OPP-102258,Horizon Financial,Enterprise,EMEA,API Enterprise,Partner Referral,Kai Duarte,2025-05-19,2025-07-29,Closed Lost,209500.0,71,False,Timing / Budget Cycle,Proposal,False,True
OPP-105592,Horizon Robotics,Enterprise,AMER,Analytics Add-on,Customer Expansion,Liam Petrov,2025-05-19,2025-09-12,Closed Lost,136500.0,116,False,Missing Features,Prospecting,False,True
OPP-103740,Sterling Insurance,SMB,EMEA,Platform Core,Event / Conference,Felix Lindqvist,2025-05-19,2025-08-24,Closed Won,8000.0,97,False,,,True,True
OPP-103557,Quantum Insurance,Enterprise,AMER,Analytics Add-on,Inbound - Website,Hana Alvarez,2025-05-19,2025-08-29,Closed Lost,201000.0,102,False,Timing / Budget Cycle,Proposal,False,True
OPP-101857,Blue Harbor Financial,SMB,AMER,Security Suite,Customer Expansion,Nadia Vanags,2025-05-19,2025-08-05,Closed Lost,7500.0,78,False,Chose Competitor,Negotiation,False,True
OPP-102902,Granite Energy,Mid-Market,AMER,Security Suite,Event / Conference,Liam Petrov,2025-05-20,2025-07-29,Closed Lost,36000.0,70,False,No Decision / Stalled,Qualification,False,True
OPP-102182,Cobalt Robotics,SMB,AMER,Security Suite,Customer Expansion,Oscar Chen,2025-05-20,2025-06-23,Closed Won,14500.0,34,False,,,True,True
OPP-100940,Sterling Robotics,SMB,AMER,Platform Core,Inbound - Website,Oscar Chen,2025-05-20,2025-07-04,Closed Lost,24000.0,45,False,No Decision / Stalled,Prospecting,False,True
OPP-105230,Meridian Foods,SMB,AMER,Security Suite,Customer Expansion,Tomas Haas,2025-05-20,2025-06-16,Closed Lost,17000.0,27,False,Price,Prospecting,False,True
OPP-105816,Falcon Media,Mid-Market,EMEA,Platform Core,Inbound - Website,Priya Kimura,2025-05-20,2025-08-24,Closed Won,61500.0,96,False,,,True,True
OPP-102121,Horizon Manufacturing,SMB,EMEA,API Enterprise,Customer Expansion,Maya Novak,2025-05-20,2025-07-04,Closed Lost,17000.0,45,False,Chose Competitor,Prospecting,False,True
OPP-104633,Orion Foods,Mid-Market,AMER,Platform Core,Partner Referral,Derek Wolf,2025-05-20,2025-07-29,Closed Lost,53000.0,70,False,Price,Prospecting,False,True
OPP-105056,Atlas Systems,SMB,EMEA,Analytics Add-on,Inbound - Website,Lena Berzins,2025-05-20,2025-06-17,Closed Won,9000.0,28,False,,,True,True
OPP-100834,Keystone Retail Group,SMB,APAC,Platform Core,Outbound - SDR,Ethan Sharma,2025-05-21,2025-07-04,Closed Lost,16500.0,44,False,Timing / Budget Cycle,Prospecting,False,True
OPP-102659,Quantum Insurance,Mid-Market,EMEA,Security Suite,Partner Referral,Priya Kimura,2025-05-21,2025-09-01,Closed Lost,33500.0,103,False,Price,Qualification,False,True
OPP-103520,Apex Robotics,Enterprise,APAC,Platform Core,Customer Expansion,Ethan Sharma,2025-05-22,2025-09-22,Closed Lost,146000.0,123,False,Price,Qualification,False,True
OPP-103413,Falcon Financial,SMB,EMEA,Security Suite,Outbound - SDR,Ruth Okafor,2025-05-22,2025-07-10,Closed Lost,15500.0,49,False,Chose Competitor,Prospecting,False,True
OPP-103759,Pinnacle Retail Group,SMB,EMEA,Platform Core,Customer Expansion,Ruth Okafor,2025-05-22,2025-07-14,Closed Won,7000.0,53,False,,,True,True
OPP-103441,Lumen Retail Group,SMB,AMER,Analytics Add-on,Partner Referral,Noah Bianchi,2025-05-22,2025-06-29,Closed Lost,10500.0,38,False,Chose Competitor,Prospecting,False,True
OPP-105346,Granite Technologies,Enterprise,AMER,Platform Core,Outbound - SDR,Derek Wolf,2025-05-23,2025-10-13,Closed Won,123500.0,143,False,,,True,True
OPP-105767,Ironclad Financial,Enterprise,APAC,API Enterprise,Customer Expansion,Ethan Sharma,2025-05-23,2025-10-26,Closed Lost,179500.0,156,False,No Decision / Stalled,Qualification,False,True
OPP-104468,Quantum Logistics,Enterprise,AMER,API Enterprise,Inbound - Website,Oscar Chen,2025-05-23,2025-08-18,Closed Won,121000.0,87,False,,,True,True
OPP-102844,Pacific Technologies,SMB,AMER,Analytics Add-on,Event / Conference,Hana Alvarez,2025-05-24,2025-07-15,Closed Lost,8500.0,52,False,No Decision / Stalled,Prospecting,False,True
OPP-104626,Sterling Consulting,SMB,EMEA,Platform Core,Customer Expansion,Lena Berzins,2025-05-24,2025-06-26,Closed Lost,6000.0,33,False,No Decision / Stalled,Qualification,False,True
OPP-104081,Cascade Retail Group,Mid-Market,APAC,API Enterprise,Partner Referral,Marco Silva,2025-05-24,2025-07-10,Closed Won,17500.0,47,False,,,True,True
OPP-102386,Lumen Energy,SMB,EMEA,Platform Core,Outbound - SDR,Kai Duarte,2025-05-24,2025-08-09,Closed Won,14000.0,77,False,,,True,True
OPP-102504,Ironclad Health,SMB,AMER,Security Suite,Customer Expansion,Liam Petrov,2025-05-24,2025-07-14,Closed Lost,14500.0,51,False,No Decision / Stalled,Qualification,False,True
OPP-104453,Summit Financial,SMB,EMEA,API Enterprise,Customer Expansion,Felix Lindqvist,2025-05-25,2025-07-19,Closed Lost,18500.0,55,False,No Decision / Stalled,Qualification,False,True
OPP-104571,Northwind Energy,SMB,AMER,API Enterprise,Inbound - Website,Tomas Haas,2025-05-25,2025-07-10,Closed Lost,19500.0,46,False,Missing Features,Negotiation,False,True
OPP-104605,Vertex Systems,SMB,EMEA,Platform Core,Inbound - Website,Ava Larsen,2025-05-25,2025-07-02,Closed Won,6000.0,38,False,,,True,True
OPP-105133,Horizon Insurance,Enterprise,EMEA,Security Suite,Partner Referral,Kai Duarte,2025-05-25,2025-09-09,Closed Lost,93000.0,107,False,Price,Prospecting,False,True
OPP-100279,Atlas Insurance,Enterprise,AMER,Platform Core,Outbound - SDR,Sofia Moreau,2025-05-25,2025-10-01,Closed Lost,155500.0,129,False,Price,Prospecting,False,True
OPP-105602,Keystone Consulting,Mid-Market,AMER,Security Suite,Inbound - Website,Noah Bianchi,2025-05-25,2025-07-19,Closed Lost,29000.0,55,False,Price,Prospecting,False,True
OPP-101267,Apex Insurance,Mid-Market,EMEA,Analytics Add-on,Outbound - SDR,Maya Novak,2025-05-25,2025-09-01,Closed Won,45000.0,99,False,,,True,True
OPP-104794,Vantage Media,Enterprise,EMEA,Platform Core,Partner Referral,Jonas Keller,2025-05-26,2025-11-11,Closed Lost,102500.0,169,False,Price,Prospecting,False,True
OPP-102240,Falcon Retail Group,SMB,AMER,Platform Core,Inbound - Website,Sofia Moreau,2025-05-26,2025-07-15,Closed Lost,21500.0,50,False,No Decision / Stalled,Qualification,False,True
OPP-104933,Nimbus Foods,Mid-Market,AMER,Security Suite,Inbound - Website,Sofia Moreau,2025-05-26,2025-08-20,Closed Lost,58000.0,86,False,Chose Competitor,Qualification,False,True
OPP-100857,Vantage Analytics,Mid-Market,EMEA,Analytics Add-on,Outbound - SDR,Ava Larsen,2025-05-27,2025-08-05,Closed Lost,51000.0,70,False,Price,Prospecting,False,True
OPP-102377,Northwind Manufacturing,SMB,EMEA,API Enterprise,Event / Conference,Priya Kimura,2025-05-27,2025-08-18,Closed Lost,16500.0,83,False,No Decision / Stalled,Proposal,False,True
OPP-100546,Northwind Manufacturing,Mid-Market,EMEA,Security Suite,Customer Expansion,Kai Duarte,2025-05-27,2025-11-07,Closed Won,23000.0,164,False,,,True,True
OPP-105980,Cascade Analytics,Enterprise,AMER,Platform Core,Outbound - SDR,Noah Bianchi,2025-05-28,2025-09-29,Closed Lost,133500.0,124,False,Price,Qualification,False,True
OPP-104563,Solstice Retail Group,Enterprise,AMER,Platform Core,Partner Referral,Hana Alvarez,2025-05-28,2025-07-21,Closed Lost,150000.0,54,False,Chose Competitor,Proposal,False,True
OPP-102092,Summit Financial,Mid-Market,EMEA,Platform Core,Partner Referral,Maya Novak,2025-05-29,2025-07-31,Closed Lost,36000.0,63,False,Chose Competitor,Qualification,False,True
OPP-102373,Lumen Consulting,Enterprise,EMEA,Platform Core,Outbound - SDR,Priya Kimura,2025-05-29,2025-09-06,Closed Lost,128000.0,100,False,No Decision / Stalled,Prospecting,False,True
OPP-100248,Vertex Energy,SMB,APAC,Platform Core,Inbound - Website,Ethan Sharma,2025-05-29,2025-06-21,Closed Lost,6000.0,23,False,Missing Features,Proposal,False,True
OPP-104057,Keystone Financial,SMB,AMER,Platform Core,Inbound - Website,Zara Ito,2025-05-29,2025-07-02,Closed Won,13000.0,34,False,,,True,True
OPP-103763,Granite Financial,Mid-Market,AMER,Platform Core,Inbound - Website,Zara Ito,2025-05-29,2025-09-12,Closed Lost,32000.0,106,False,Chose Competitor,Negotiation,False,True
OPP-100600,Summit Insurance,Enterprise,EMEA,Platform Core,Event / Conference,Jonas Keller,2025-05-29,2025-10-09,Closed Lost,102500.0,133,False,Price,Proposal,False,True
